variable,x_value,alpha_target,f_gasoline,f_diesel,S_diesel_lag,prev_u_diesel,cpi_yoy,alpha_fitted,residual
S_diesel_lag,48.05104807980116,0.95,167.8326286565802,161.24135002256978,48.05104807980116,0.0,0.018,0.9524006820043333,0.002400682004333299
S_diesel_lag,48.69676315124269,0.95,167.8326286565802,161.24135002256978,48.69676315124269,0.0,0.018,0.9535454528351839,0.0035454528351839265
S_diesel_lag,49.34247822268423,0.95,167.8326286565802,161.24135002256978,49.34247822268423,0.0,0.018,0.9546902236660345,0.004690223666034554
S_diesel_lag,49.98819329412576,0.96,167.8326286565802,161.24135002256978,49.98819329412576,0.0,0.018,0.9558349944968851,-0.004165005503114827
S_diesel_lag,50.633908365567294,0.96,167.8326286565802,161.24135002256978,50.633908365567294,0.0,0.018,0.9569797653277358,-0.0030202346722641993
S_diesel_lag,51.27962343700883,0.96,167.8326286565802,161.24135002256978,51.27962343700883,0.0,0.018,0.9581245361585864,-0.0018754638414135716
S_diesel_lag,51.925338508450366,0.96,167.8326286565802,161.24135002256978,51.925338508450366,0.0,0.018,0.959269306989437,-0.0007306930105629439
prev_u_diesel,-387.7473910922218,0.85,167.8326286565802,161.24135002256978,18.398814096729858,-387.7473910922218,0.018,0.8475004434771817,-0.0024995565228183025
prev_u_diesel,-379.1815484196013,0.85,167.8326286565802,161.24135002256978,18.398814096729858,-379.1815484196013,0.018,0.8486564941311896,-0.0013435058688103796
prev_u_diesel,-370.6157057469808,0.85,167.8326286565802,161.24135002256978,18.398814096729858,-370.6157057469808,0.018,0.8498125447851975,-0.00018745521480245664
prev_u_diesel,-362.04986307436025,0.85,167.8326286565802,161.24135002256978,18.398814096729858,-362.04986307436025,0.018,0.8509685954392056,0.0009685954392055773
prev_u_diesel,-353.48402040173977,0.85,167.8326286565802,161.24135002256978,18.398814096729858,-353.48402040173977,0.018,0.8521246460932135,0.0021246460932135003
prev_u_diesel,-344.9181777291193,0.85,167.8326286565802,161.24135002256978,18.398814096729858,-344.9181777291193,0.018,0.8532806967472214,0.0032806967472214232
