date,weighted_oil_mean,filtered_oil_price,exchange_rate,previous_actual,theory_price,delta_p_theory,carry_before,stacked_change,delta_p_rule,carry_after,actual_change,actual_after,is_changed,is_special_regulated,rule_error,abs_rule_error
2017-04-26,50.851792,50.851792,6.8918,8015.0,7590.914453749743,-424.0855462502568,0.0,-424.0855462502568,-424.0855462502568,0.0,0,8015,False,False,-424.0855462502568,424.0855462502568
2017-05-12,47.606442,47.606442,6.8972,8015.0,7376.9944039922775,-638.0055960077225,0.0,-638.0055960077225,-638.0055960077225,0.0,-250,7765,True,False,-388.0055960077225,388.0055960077225
2017-05-26,51.207102000000006,51.207102000000006,6.8525,7765.0,7595.135785951999,-169.86421404800058,0.0,-169.86421404800058,-169.86421404800058,0.0,140,7905,True,False,-309.8642140480006,309.8642140480006
2017-06-10,47.26827,47.26827,6.797,7905.0,7308.600291221965,-596.3997087780353,0.0,-596.3997087780353,-596.3997087780353,0.0,-180,7725,True,False,-416.39970877803535,416.39970877803535
2017-06-24,44.105734000000005,44.105734000000005,6.8345,7725.0,7116.6190469309395,-608.3809530690605,0.0,-608.3809530690605,-608.3809530690605,0.0,-250,7475,True,False,-358.3809530690605,358.3809530690605
2017-07-07,46.519712,46.519712,6.8039,7475.0,7262.477066794127,-212.52293320587341,0.0,-212.52293320587341,-212.52293320587341,0.0,0,7475,False,False,-212.52293320587341,212.52293320587341
2017-07-22,47.05633400000001,47.05633400000001,6.7663,7475.0,7280.684652163782,-194.31534783621828,0.0,-194.31534783621828,-194.31534783621828,0.0,75,7550,True,False,-269.3153478362183,269.3153478362183
2017-08-05,50.40061200000001,50.40061200000001,6.7272,7550.0,7480.560529422149,-69.43947057785135,0.0,-69.43947057785135,-69.43947057785135,0.0,175,7725,True,False,-244.43947057785135,244.43947057785135
2017-08-18,49.756808,49.756808,6.67,7725.0,7411.117899803616,-313.8821001963843,0.0,-313.8821001963843,-313.8821001963843,0.0,0,7725,False,False,-313.8821001963843,313.8821001963843
2017-09-01,50.178308,50.178308,6.5552,7725.0,7382.583928827242,-342.41607117275817,0.0,-342.41607117275817,-342.41607117275817,0.0,0,7725,False,False,-342.41607117275817,342.41607117275817
2017-09-16,53.103538,53.103538,6.55,7725.0,7565.44627938684,-159.5537206131603,0.0,-159.5537206131603,-159.5537206131603,0.0,95,7820,True,False,-254.5537206131603,254.5537206131603
2017-09-30,56.022086,56.022086,6.6533,7820.0,7806.403269830136,-13.596730169863804,0.0,-13.596730169863804,0.0,-13.596730169863804,210,8030,True,False,-210.0,210.0
2017-10-19,55.385058,55.385058,6.6126,8030.0,7743.584337626208,-286.41566237379175,-13.596730169863804,-300.01239254365555,-300.01239254365555,0.0,0,8030,False,False,-300.01239254365555,300.01239254365555
2017-11-03,58.290958,58.290958,6.636,8030.0,7942.703955039773,-87.29604496022694,0.0,-87.29604496022694,-87.29604496022694,0.0,150,8180,True,False,-237.29604496022694,237.29604496022694
2017-11-17,60.865750000000006,60.865750000000006,6.6245,8180.0,8101.251854562151,-78.74814543784942,0.0,-78.74814543784942,-78.74814543784942,0.0,265,8445,True,False,-343.7481454378494,343.7481454378494
